Time,FP1,FP2,C3,C4,O1,O2,SPR1,SPR2,ECG1,ECG2
20.635,-13.949,-73.699,-54.426,-83.696,-398.954,-63.216,-65.224,-254.595,-20.399,-36.268
20.640,72.568,2.133,-131.056,-77.905,-338.968,1.454,-65.283,-244.243,-15.143,-56.958
20.645,74.051,47.144,-142.668,11.358,-268.178,54.054,-64.822,-195.520,-16.006,-57.290
20.650,-6.889,21.728,-134.346,36.878,-211.481,47.056,-64.766,-203.104,-12.459,-52.679
20.655,-75.387,-60.333,-71.694,-44.595,-226.983,12.178,-65.137,-232.733,-21.278,-50.962
20.660,-113.177,-98.399,-30.857,-97.395,-297.141,-5.716,-64.350,-260.978,-18.249,-28.153
20.665,-122.747,-126.177,-14.602,-130.370,-317.870,41.664,-64.063,-205.298,-10.649,-19.029
20.670,-110.068,-115.130,1.019,-152.516,-326.572,20.801,-62.886,-193.630,-5.569,-46.445
20.675,-28.714,-95.559,-31.167,-220.222,-313.367,-47.878,-63.100,-214.369,-26.976,-45.938
20.680,-26.463,-96.286,-82.176,-291.548,-344.447,-77.976,-63.078,-258.160,-19.052,-36.011
20.685,-133.693,-44.604,-120.068,-289.152,-425.338,-38.220,-63.764,-220.328,-20.921,-24.826
20.690,-136.244,-24.361,-87.998,-292.569,-439.187,45.242,-63.788,-203.239,-9.912,-22.801
20.695,-131.288,34.986,-143.645,-263.292,-330.246,72.248,-65.019,-202.479,17.379,-24.842
20.700,-106.063,71.626,-134.776,-205.996,-235.421,88.103,-64.158,-237.608,-15.519,-46.018
20.705,-16.468,100.025,-111.133,-193.127,-154.788,32.489,-65.835,-241.939,1.099,-39.613
20.710,-4.339,33.845,-68.698,-227.366,-170.716,-83.102,-64.725,-203.576,-14.362,-42.978
20.715,-70.870,-41.981,40.175,-212.165,-269.416,-96.629,-66.960,-191.952,-19.015,-54.611
20.720,-69.189,-33.971,60.314,-230.237,-246.019,-118.211,-66.880,-213.789,-8.990,-46.781
20.725,-72.604,-28.570,97.089,-202.355,-139.093,-154.049,-68.720,-258.365,-8.787,-6.156
20.730,-67.132,8.806,109.507,-126.819,-19.984,-122.022,-67.955,-214.957,-4.421,-42.646
20.735,-56.729,42.171,154.260,-85.469,73.102,-58.522,-69.217,-188.173,-16.561,-57.055
20.740,-28.416,57.017,189.166,-26.478,33.754,-28.354,-69.696,-193.319,-13.203,-65.209
20.745,7.064,40.118,127.330,-7.833,5.518,-5.724,-69.676,-258.100,-36.872,-88.360
20.750,17.692,-54.903,61.957,-36.583,3.602,46.854,-70.260,-225.637,-16.168,-68.605
20.755,-53.075,-185.219,125.766,-22.618,23.381,52.123,-70.246,-184.562,-13.867,-43.803
20.760,-315.605,-337.923,237.460,-6.555,62.488,92.522,-69.785,-173.329,-5.965,-46.359
20.765,-599.741,-449.571,228.415,-158.985,-54.944,-6.520,-71.497,-200.617,-15.767,-64.295
20.770,-798.313,-510.600,204.904,-269.934,-124.724,-187.777,-70.172,-225.970,-19.022,-57.190
20.775,-830.578,-563.464,149.132,-275.541,-197.924,-236.738,-70.711,-233.243,-18.716,-54.231
20.780,-705.329,-585.255,54.332,-314.125,-161.436,-232.633,-69.030,-190.139,-17.219,-66.657
20.785,-642.206,-567.236,-79.320,-409.834,-249.004,-254.158,-68.617,-224.324,-12.526,-77.376
20.790,-591.340,-572.271,-60.686,-367.281,-263.557,-197.496,-68.966,-223.155,2.356,-53.513
20.795,-663.511,-541.465,-58.395,-387.323,-263.028,-167.899,-69.268,-208.616,-4.752,-46.300
20.800,-719.578,-648.483,-69.527,-370.951,-319.038,-187.949,-69.872,-179.646,24.092,-66.858
20.805,-724.447,-734.466,21.214,-296.800,-391.631,-138.751,-69.663,-141.132,-14.364,-69.555
20.810,-715.443,-725.395,-32.942,-239.754,-319.291,-95.208,-70.936,-230.697,-7.021,-82.547
20.815,-712.924,-714.992,-109.538,-341.170,-328.980,-126.689,-71.905,-255.785,-14.859,-78.137
20.820,-583.823,-686.737,-185.793,-393.890,-341.932,-170.978,-71.897,-201.364,-10.342,-73.296
20.825,-450.628,-552.367,-154.178,-315.615,-229.887,-119.276,-73.795,-200.418,-18.188,-67.789
20.830,-313.863,-447.902,-72.626,-271.255,-149.593,-47.533,-73.753,-287.571,-10.688,-88.422
20.835,-272.218,-329.170,-88.605,-267.184,-247.869,-88.881,-74.970,-243.083,-14.031,-56.220
20.840,-238.951,-242.326,-52.318,-199.514,-210.351,-83.115,-75.044,-188.709,-29.554,-105.144
20.845,-145.605,-228.248,-54.849,-147.240,-191.433,-39.516,-75.058,-177.281,-8.502,-66.628
20.850,-73.602,-202.620,-111.520,-119.049,-185.631,-65.814,-75.802,-216.657,-12.461,-62.808
20.855,-113.433,-144.963,-153.909,-85.806,-52.487,-69.320,-74.926,-216.440,-9.643,-70.147
20.860,-109.718,-78.959,-173.875,-30.678,105.025,-7.433,-75.322,-233.209,-5.634,-69.772
20.865,-91.108,-67.460,-185.975,16.037,130.240,58.189,-73.407,-203.070,-16.661,-81.330
20.870,-34.688,-59.389,-161.076,-44.318,183.098,68.420,-73.907,-184.677,-3.749,-70.393
20.875,43.767,-6.576,-194.303,-64.219,97.625,65.729,-71.817,-195.139,-21.041,-89.737
20.880,83.823,56.918,-161.059,-92.156,33.242,-12.081,-71.552,-234.614,12.636,-61.978
20.885,64.579,100.807,-117.927,-94.624,116.201,-29.367,-71.316,-235.154,11.184,-52.144
20.890,57.821,104.391,-173.407,-53.173,151.739,-10.474,-68.890,-178.827,15.294,-61.176
20.895,21.980,50.317,-192.713,-42.692,119.340,-34.520,-68.233,-178.975,0.508,-70.516
20.900,37.684,-71.243,-236.785,-57.080,20.536,34.931,-66.556,-222.340,17.847,-71.743
20.905,99.338,-90.768,-311.383,-31.600,-49.527,59.875,-65.292,-257.713,-14.535,-74.968
20.910,165.259,-29.461,-295.320,-31.089,-84.100,36.852,-63.059,-182.221,-13.335,-66.615
20.915,226.928,47.303,-247.622,-10.098,-15.445,61.161,-61.416,-171.557,-15.753,-61.453
20.920,254.646,110.190,-238.173,-5.039,100.720,103.988,-60.411,-207.772,-27.372,-30.825
20.925,148.342,112.927,-183.271,-69.200,89.456,55.663,-59.818,-244.914,-25.804,-33.721
20.930,5.411,-57.085,-102.111,-63.661,82.196,41.426,-58.017,-197.983,-12.526,-48.180
20.935,20.964,-119.583,-128.053,42.396,33.380,83.073,-58.470,-175.239,6.676,-18.566
20.940,142.418,-30.901,-155.375,105.063,14.146,56.421,-57.120,-194.528,-27.983,-33.792
20.945,233.158,124.555,-123.495,158.631,96.604,52.652,-56.788,-231.077,-22.210,-14.420
20.950,396.930,302.702,-65.051,239.015,190.302,121.606,-56.927,-217.963,-12.087,-27.752
20.955,578.071,476.297,63.842,272.308,148.940,92.766,-57.156,-182.062,-23.337,-30.198
20.960,659.260,630.438,173.379,299.368,-27.936,53.095,-56.200,-185.961,-1.491,-11.792
20.965,874.830,744.438,265.991,362.672,-71.164,47.165,-56.892,-204.422,-9.606,-39.757
20.970,1049.854,813.478,294.859,366.387,-90.706,149.575,-56.696,-231.465,-15.858,-29.763
20.975,1073.352,845.527,236.941,325.818,-42.400,249.874,-56.232,-191.894,-31.437,-62.339
20.980,956.627,784.471,169.530,326.682,114.604,293.959,-57.225,-172.232,-13.009,-59.057
20.985,888.200,677.719,134.742,320.686,226.041,262.626,-54.993,-184.305,-14.303,-72.010
20.990,774.504,603.516,91.632,273.132,128.408,152.538,-55.168,-241.271,-14.330,-43.403
20.995,724.274,526.723,54.766,298.050,162.089,117.118,-54.985,-207.262,-9.651,-59.503
21.000,747.292,456.542,81.794,332.260,281.534,129.464,-54.837,-169.049,-4.943,-62.891
21.005,655.339,424.329,48.883,302.945,354.701,88.401,-55.029,-170.575,28.435,-70.818
21.010,559.824,396.080,-69.228,289.960,314.245,85.789,-55.150,-230.435,-12.785,-83.612
21.015,502.089,338.904,-154.075,243.779,238.740,122.179,-54.962,-219.948,3.447,-75.173
21.020,433.203,269.726,-109.859,181.759,217.485,171.403,-54.030,-172.390,-8.119,-81.856
21.025,329.922,255.914,-92.663,211.421,154.985,244.869,-54.205,-164.322,-13.890,-91.040
21.030,266.762,292.578,-9.060,233.965,196.594,302.887,-54.819,-128.726,11.455,-77.760
21.035,312.473,272.536,87.372,249.277,180.040,243.407,-54.663,-207.128,-12.180,-84.449
21.040,271.441,241.366,69.325,238.026,24.265,206.240,-55.141,-237.159,-11.506,-76.531
21.045,207.416,218.772,-26.258,138.438,-76.261,184.098,-55.276,-174.758,-9.542,-46.517
21.050,195.394,122.211,-163.107,73.367,-8.675,59.011,-54.895,-184.552,-11.674,-59.662
21.055,246.233,29.501,-198.791,96.954,231.321,24.171,-54.781,-194.735,11.701,-39.127
21.060,284.752,75.658,-226.882,103.220,257.620,68.789,-55.075,-256.327,-12.046,-33.066
21.065,220.760,68.441,-250.104,54.638,174.612,83.109,-54.329,-155.213,-30.168,25.074
21.070,87.877,3.157,-184.919,48.907,104.843,123.225,-54.113,-138.121,7.101,123.079
21.075,-44.906,34.824,-156.810,-15.664,7.252,112.334,-53.747,-213.856,-8.727,219.664
21.080,-35.471,84.076,-226.094,-73.395,-11.757,75.242,-53.060,-209.727,-28.368,362.005
21.085,33.932,68.773,-295.469,-128.845,-29.696,65.569,-53.349,-182.614,-111.807,530.455
21.090,104.828,69.385,-296.493,-100.034,-34.861,79.307,-52.121,-188.002,-206.858,531.125
21.095,152.198,52.310,-237.896,-88.151,38.818,205.000,-51.901,-177.913,-212.327,303.107
21.100,175.278,36.872,-216.947,-34.045,67.348,160.652,-51.058,-176.953,-181.761,-177.801
21.105,290.511,93.307,-193.706,57.232,101.679,111.033,-51.217,-188.302,-41.443,-390.662
21.110,355.986,245.549,-150.489,111.134,64.995,124.241,-50.956,-214.569,14.166,-435.106
21.115,248.460,307.685,-146.140,93.897,-5.538,132.956,-50.011,-168.622,75.626,-287.907
21.120,157.900,311.285,-120.688,124.547,45.784,163.207,-49.357,-157.831,66.389,-78.522
21.125,149.642,204.522,-151.677,145.052,132.899,207.065,-49.129,-182.880,39.228,-57.152
21.130,165.050,144.621,-171.998,183.179,155.257,250.095,-48.714,-228.288,28.026,-112.294
21.135,150.220,96.147,-133.202,178.220,164.138,240.374,-48.079,-174.022,6.257,-40.562
21.140,131.388,85.161,-109.191,119.038,120.630,136.561,-47.546,-147.795,-21.551,9.836
21.145,105.522,92.521,-75.211,99.442,31.547,59.893,-46.242,-174.437,3.214,2.246
21.150,138.305,147.583,-57.834,90.696,-34.661,-32.788,-44.899,-220.138,18.372,-67.247
21.155,187.964,215.472,-115.056,114.736,-59.032,-62.061,-44.982,-185.821,3.712,-18.799
21.160,209.936,198.590,-193.998,222.525,-14.891,26.106,-44.219,-150.676,5.765,24.369
21.165,225.778,271.607,-232.364,257.763,151.317,130.580,-43.323,-165.101,0.839,26.885
21.170,313.930,342.023,-191.503,235.316,235.496,218.543,-41.335,-191.806,-15.678,-16.452
21.175,437.184,314.780,-233.842,211.477,352.100,220.131,-41.079,-204.651,-13.192,-27.767
21.180,511.780,274.222,-212.346,217.273,348.223,210.135,-39.029,-163.524,-4.162,9.187
21.185,476.756,211.843,-255.496,189.995,194.490,223.863,-40.078,-155.691,3.567,37.784
21.190,441.080,200.007,-315.365,190.319,81.606,210.486,-38.989,-167.059,-8.942,26.531
21.195,334.542,191.283,-382.019,169.096,-31.463,110.583,-38.277,-217.001,5.044,-6.791
21.200,262.347,123.691,-283.387,135.201,-23.585,151.345,-38.160,-176.873,-1.605,16.819
21.205,233.050,73.800,-165.098,67.070,-20.864,169.028,-36.923,-147.800,2.583,27.397
21.210,213.761,40.264,-93.934,24.744,-23.365,151.429,-36.206,-150.694,24.816,38.242
21.215,134.124,45.700,-49.563,-3.000,-55.744,150.466,-37.068,-203.767,8.114,47.519
21.220,83.406,46.199,0.964,10.965,-67.192,122.427,-35.821,-191.967,20.512,28.172
21.225,84.463,26.172,86.037,32.433,-31.659,102.413,-35.268,-150.858,0.727,24.727
21.230,67.694,5.326,150.471,68.392,51.734,62.164,-35.314,-141.483,-7.658,95.877
21.235,115.910,53.763,124.033,100.183,138.106,79.906,-34.784,-176.194,11.531,95.887
21.240,76.959,130.448,125.609,89.751,94.124,149.963,-33.908,-210.793,16.655,87.659
21.245,-22.469,165.137,140.509,108.550,116.109,166.570,-34.331,-165.678,11.466,92.568
21.250,-60.389,144.656,132.094,69.561,241.448,225.018,-34.068,-132.829,14.761,124.059
21.255,-62.640,108.805,192.207,41.420,346.431,260.562,-33.742,-156.037,7.349,162.004
21.260,-31.464,107.215,189.061,62.740,415.196,187.995,-33.952,-151.585,12.560,157.746
21.265,-77.770,116.852,167.478,86.716,533.206,183.091,-33.356,-237.050,5.806,165.456
21.270,-43.121,28.353,155.958,104.870,317.839,160.389,-32.357,-166.122,20.025,223.226
21.275,-60.683,-39.407,130.966,71.701,21.378,108.397,-32.731,-139.640,11.234,213.226
21.280,-25.774,-35.638,64.255,10.945,-121.527,73.608,-30.881,-163.347,32.708,239.066
21.285,58.217,-28.698,-24.260,-25.715,-241.524,-59.129,-31.520,-185.578,32.671,277.760
21.290,9.066,-54.078,-27.661,31.517,-157.333,-63.753,-31.082,-153.544,38.391,258.318
21.295,-75.979,-73.265,5.096,37.313,-11.351,15.578,-30.604,-81.069,42.938,285.289
21.300,-70.535,-31.583,25.646,22.440,45.537,80.226,-30.948,-163.268,51.111,297.534
21.305,-61.286,0.185,88.969,41.098,100.927,138.831,-31.287,-221.883,36.949,324.756
21.310,-82.682,-29.768,139.531,151.050,172.536,242.328,-30.191,-160.815,77.234,318.210
21.315,-65.935,32.631,34.015,126.295,42.584,123.659,-30.804,-151.879,54.687,304.684
21.320,-94.773,-30.946,15.835,96.208,15.324,8.291,-30.695,-151.344,47.884,275.077
21.325,-251.059,-190.333,0.470,10.070,-49.652,-163.747,-31.122,-162.652,48.077,268.236
21.330,-301.561,-177.605,48.555,-40.867,-80.045,-283.957,-31.232,-157.785,24.354,229.520
21.335,-368.895,-280.199,33.980,-1.311,-96.211,-273.956,-31.774,-195.644,21.421,228.507
21.340,-424.529,-299.299,-44.215,97.834,-194.451,-175.865,-31.668,-154.649,32.627,184.128
21.345,-428.399,-227.000,-133.323,49.513,-224.402,-163.840,-31.313,-132.066,14.721,145.390
21.350,-507.271,-200.271,-172.137,5.586,-284.846,-131.527,-32.248,-152.789,4.517,110.029
21.355,-570.057,-242.449,-64.507,1.384,-356.433,-159.185,-30.778,-201.127,-1.597,75.783
21.360,-570.217,-362.667,29.131,-12.481,-381.365,-262.755,-32.662,-168.933,-14.405,35.395
21.365,-544.428,-357.247,26.441,-15.219,-580.620,-275.007,-32.820,-126.053,-6.012,46.976
21.370,-603.565,-380.503,-155.030,-73.759,-623.581,-363.924,-34.085,-146.989,-14.592,33.662
21.375,-649.758,-417.628,-221.850,-124.063,-553.190,-412.249,-34.017,-182.077,-9.903,-15.826
21.380,-630.907,-398.017,-173.511,-65.616,-402.158,-343.845,-33.961,-191.079,-26.134,-36.736
21.385,-678.353,-397.575,-140.229,-139.871,-284.712,-222.161,-34.800,-139.051,-17.141,-49.545
21.390,-714.001,-329.038,-142.061,-159.134,-457.381,-143.619,-34.841,-136.334,-12.011,-50.130
21.395,-593.413,-306.257,-36.215,-214.165,-488.421,-87.552,-35.182,-160.623,-15.883,-58.798
21.400,-578.870,-334.974,28.352,-273.620,-396.871,-110.866,-35.152,-200.644,1.272,-26.436
21.405,-529.147,-392.069,-33.745,-239.736,-521.806,-135.335,-34.840,-148.544,-9.533,-64.286
21.410,-489.614,-439.672,-14.105,-208.644,-427.718,-193.831,-34.860,-133.903,-17.116,-64.453
21.415,-465.195,-439.427,50.842,-193.251,-202.649,-89.018,-35.973,-146.627,26.838,-57.967
21.420,-486.105,-452.208,46.058,-223.727,-246.870,-169.675,-35.123,-184.551,-2.828,-66.980
21.425,-495.056,-437.706,51.225,-221.775,-368.538,-273.301,-34.347,-168.297,-4.887,-66.205
21.430,-464.877,-395.005,36.133,-187.498,-389.255,-289.440,-34.895,-142.030,-14.316,-62.959
21.435,-519.146,-338.707,-92.402,-176.391,-551.649,-299.332,-34.557,-135.615,-8.249,-62.085
21.440,-547.512,-312.204,-116.085,-136.162,-480.664,-294.896,-35.087,-166.538,-11.265,-64.464
21.445,-476.109,-247.698,-31.839,-45.333,-232.486,-139.840,-35.350,-191.848,1.947,-60.587
21.450,-522.518,-370.679,-62.606,-41.042,-150.751,-188.572,-34.930,-150.942,-8.240,-61.454
21.455,-506.688,-420.143,-163.207,-68.715,-157.834,-256.277,-34.734,-125.461,-21.702,-52.549
21.460,-498.242,-314.799,-175.445,-103.144,-357.311,-159.012,-35.054,-146.064,-11.176,-48.616
21.465,-488.986,-315.353,-194.319,-154.698,-419.137,-202.189,-35.193,-196.254,-15.837,-43.403
21.470,-460.326,-307.278,-149.245,-229.898,-481.795,-299.812,-36.635,-160.009,-15.992,-67.690
21.475,-330.136,-244.072,-134.696,-229.367,-580.897,-373.756,-36.542,-128.667,-11.435,-49.037
21.480,-181.532,-239.968,-88.206,-194.354,-308.561,-345.554,-36.455,-130.409,-16.882,-31.871
21.485,-244.294,-261.674,-117.362,-150.724,-331.323,-406.930,-38.183,-197.929,-6.893,-57.885
21.490,-314.157,-264.887,-87.425,-133.097,-449.784,-508.019,-37.317,-201.209,-8.692,-54.074
21.495,-416.692,-150.376,-129.113,-160.146,-440.764,-493.198,-37.883,-206.532,-14.113,-53.590
21.500,-492.807,-63.414,-233.619,-285.715,-719.419,-568.253,-38.534,-130.429,-5.656,-55.157
21.505,-363.605,77.893,-189.708,-316.100,-658.892,-434.970,-38.065,-121.212,-15.447,-47.767
21.510,-121.437,157.870,-52.751,-302.395,-341.130,-340.082,-37.599,-165.604,-11.376,-36.137
21.515,-68.221,74.174,3.739,-302.858,-475.629,-318.920,-37.975,-171.198,-16.559,-46.140
21.520,-270.692,-213.963,-274.207,-234.913,-606.268,-437.707,-39.123,-76.066,-14.963,-84.292
21.525,-371.909,-453.034,-422.325,-344.278,-629.685,-495.672,-38.832,-110.143,-12.955,-63.784
21.530,-359.593,-368.392,-350.883,-287.519,-541.753,-386.572,-39.779,-202.270,-2.533,-48.425
21.535,-415.139,-239.825,-302.993,-199.101,-485.916,-304.235,-39.158,-167.322,-20.625,-40.879
21.540,-375.551,-71.840,-145.520,-177.836,-473.087,-260.085,-40.142,-148.353,-33.890,-82.134
21.545,-326.107,16.174,-87.953,-73.570,-507.645,-245.445,-40.532,-132.656,-24.746,-62.062
21.550,-308.715,-62.913,-107.826,-38.727,-482.428,-184.540,-40.758,-149.560,-27.775,-80.200
21.555,-208.936,-61.966,-78.020,-17.161,-397.663,-181.822,-42.225,-150.528,-23.463,-56.611
21.560,32.669,101.262,81.243,-0.736,-166.100,-217.678,-42.000,-177.828,-4.990,-55.574
21.565,186.046,213.802,108.983,28.774,-94.854,-163.775,-42.658,-158.776,10.796,-59.115
21.570,183.484,286.607,-21.438,-2.616,-140.768,-83.774,-42.871,-134.597,15.131,-61.505
21.575,303.687,331.574,-15.202,14.849,-97.400,-9.574,-44.106,-139.358,-2.178,-76.389
21.580,387.182,406.949,163.372,137.086,-71.891,45.316,-43.914,-173.449,-23.942,-81.550
21.585,500.196,546.132,212.343,204.822,-116.261,7.510,-43.091,-188.169,-14.861,-67.940
21.590,626.445,647.166,188.698,233.878,-182.191,-82.907,-44.096,-128.023,-29.758,-102.128
21.595,656.525,714.489,127.088,240.631,-74.195,-75.978,-44.586,-125.550,-8.311,-76.449
21.600,647.836,780.657,54.274,237.672,97.739,33.671,-44.739,-159.725,3.025,-56.688
21.605,646.308,768.908,73.736,192.465,158.518,87.260,-45.346,-197.848,-19.421,-78.398
21.610,631.568,720.508,120.698,127.585,228.684,133.223,-46.064,-135.989,-17.609,-92.013
21.615,522.597,588.041,78.244,68.418,152.473,86.121,-46.394,-126.814,0.151,-89.314
21.620,453.358,475.748,6.707,14.145,113.085,136.959,-46.779,-146.177,-2.408,-94.127
21.625,371.944,502.989,-93.528,13.559,-29.974,163.604,-47.483,-184.796,-1.704,-69.127
21.630,290.421,518.498,-202.794,12.835,-126.433,-31.888,-47.183,-151.051,-7.967,-79.279
21.635,314.253,461.829,-294.190,28.486,-218.208,-15.148,-47.466,-125.668,-14.040,-83.851
21.640,266.889,414.534,-360.367,44.278,-342.249,-128.843,-47.690,-134.206,2.256,-72.123
21.645,229.442,304.641,-265.943,44.856,-312.612,-125.710,-48.405,-164.861,-12.507,-92.159
21.650,198.031,263.704,-160.694,84.639,-199.698,-4.794,-49.083,-165.238,4.378,-74.229
21.655,228.789,271.009,-124.958,85.274,-159.087,36.907,-49.381,-132.527,-20.617,-85.730
21.660,195.705,270.313,-188.349,37.962,44.022,215.396,-48.944,-125.921,-2.098,-110.096
21.665,173.790,272.520,-290.802,-27.945,-30.264,117.712,-50.463,-140.747,5.063,-74.593
21.670,240.265,299.848,-229.166,-23.088,14.707,181.730,-49.034,-184.012,13.781,-66.272
21.675,219.653,321.227,-139.835,-24.612,39.984,119.227,-49.671,-144.845,14.481,-83.217
21.680,200.294,192.984,-129.982,-23.729,-40.017,-69.487,-49.821,-116.703,17.274,-54.735
21.685,206.083,140.311,-92.334,44.229,47.420,-3.523,-51.055,-120.613,1.893,-86.024
21.690,140.322,206.031,-134.188,69.505,175.322,99.274,-50.973,-185.201,-11.329,-102.784
21.695,195.457,308.796,-171.766,97.572,170.092,228.614,-50.167,-155.151,-4.061,-101.305
21.700,195.987,333.938,-164.130,105.537,100.835,225.849,-51.035,-112.833,-13.533,-102.027
21.705,208.243,343.861,-108.519,93.702,83.324,182.502,-48.986,-111.887,-4.682,-76.674
21.710,137.107,239.636,-168.777,40.262,5.652,130.073,-49.288,-166.468,5.959,-72.108
21.715,172.025,110.243,-109.329,-2.603,-58.936,115.855,-49.880,-170.674,16.420,-56.317
21.720,198.442,127.045,-45.544,8.701,218.018,268.622,-49.611,-210.027,-2.007,-91.794
21.725,210.175,106.408,-71.964,25.670,251.315,217.793,-50.909,-122.564,-0.330,-92.888
21.730,150.383,52.165,-53.614,-4.886,316.579,112.520,-51.140,-148.387,-11.752,-89.540
21.735,-19.821,7.762,-42.548,33.197,447.625,57.224,-50.261,-148.900,-27.706,-87.924
21.740,-36.097,-4.219,-89.860,1.950,337.681,-59.741,-50.068,-138.209,-45.362,-58.528
21.745,118.054,59.121,-207.604,-71.847,169.604,-47.697,-49.770,-120.816,-47.041,-57.075
21.750,312.340,80.884,-193.582,-68.430,126.688,-23.136,-49.925,-150.466,-45.943,-40.046
21.755,566.086,189.303,-82.698,20.595,106.653,-60.306,-50.196,-160.344,-27.809,-20.134
21.760,706.934,315.872,24.464,68.677,170.705,48.179,-50.075,-218.604,-18.917,-33.634
21.765,652.970,358.218,93.406,105.995,278.826,197.238,-49.001,-128.301,-34.221,-23.092
21.770,591.131,355.439,39.292,81.310,282.068,234.010,-49.928,-103.618,-13.645,-16.972
21.775,546.549,328.552,-29.790,3.472,222.622,204.513,-49.834,-134.969,-22.069,-41.599
21.780,389.824,219.306,-127.082,-74.107,97.885,151.604,-50.065,-157.401,-47.133,2.146
21.785,437.474,148.538,-23.924,-93.405,228.023,163.529,-50.974,-129.701,-35.084,-37.497
21.790,353.118,130.400,73.838,-63.814,170.915,214.876,-50.780,-69.029,-27.468,-70.326
21.795,203.737,105.111,-44.342,-140.696,94.448,192.465,-51.861,-168.028,-30.531,-37.980
21.800,141.999,43.308,-97.867,-137.583,146.211,160.863,-51.181,-164.366,-32.208,-68.130
21.805,93.528,34.958,-106.058,-86.965,225.339,160.126,-51.275,-126.157,-18.028,-63.498
21.810,109.547,64.943,-184.339,-144.644,234.499,120.117,-50.856,-118.630,-7.210,-49.414
21.815,161.006,78.846,-231.154,-184.193,168.617,99.369,-50.781,-131.442,-12.520,-76.368
21.820,141.054,107.922,-243.811,-186.780,114.734,166.505,-50.273,-127.994,11.851,-75.091
21.825,93.600,103.427,-239.630,-179.703,110.890,181.113,-49.494,-141.200,39.958,-93.365
21.830,89.292,64.644,-258.503,-75.581,108.694,187.282,-48.113,-162.202,-14.471,-81.065
21.835,163.212,38.029,-204.117,-0.924,140.276,158.505,-46.938,-113.049,3.216,-83.967
21.840,231.171,79.869,-146.576,71.271,159.896,149.001,-47.057,-111.001,-7.068,-95.917
21.845,159.392,115.147,-167.952,99.015,160.785,185.333,-46.191,-137.520,-1.496,-68.283
21.850,85.610,117.766,-185.066,78.700,248.868,300.467,-44.451,-178.073,-9.186,-71.447
21.855,21.467,144.431,-131.883,67.725,498.995,493.491,-44.191,-112.751,-1.464,-83.129
21.860,34.280,180.270,-199.267,-13.029,475.739,447.757,-42.788,-91.742,0.834,-60.334
21.865,76.420,110.776,-243.440,-82.196,293.241,342.026,-42.987,-127.197,-16.629,-78.872
21.870,55.124,90.079,-184.051,-46.253,160.159,253.802,-41.495,-176.913,-7.492,-57.287
21.875,50.749,62.825,-151.065,11.772,143.199,168.811,-41.349,-124.943,12.518,-50.367
21.880,96.942,34.972,-73.602,99.562,163.615,191.349,-40.606,-90.410,2.550,-63.398
21.885,69.591,60.775,-80.242,118.578,222.366,157.697,-41.543,-120.205,5.263,-15.765
21.890,55.294,91.033,-80.393,142.959,238.479,105.390,-40.466,-156.483,0.213,60.053
21.895,49.008,134.592,-83.365,152.996,130.976,15.313,-40.698,-140.473,-0.703,136.613
21.900,6.703,130.215,-86.348,130.821,16.455,-104.329,-38.808,-102.400,-10.509,254.387
21.905,-52.503,44.553,-2.297,159.553,65.328,-73.813,-38.606,-111.241,-46.897,416.314
21.910,-42.265,8.792,56.297,187.369,56.031,-18.346,-39.126,-129.284,-164.485,553.369
21.915,-8.123,43.211,171.036,178.201,24.914,43.066,-38.459,-159.424,-236.155,490.764
21.920,54.049,88.453,257.407,218.235,101.245,158.595,-37.253,-120.389,-206.327,108.760
21.925,117.149,118.575,280.685,256.728,150.900,150.714,-36.819,-98.021,-138.923,-315.954
21.930,144.830,175.418,186.892,231.549,76.030,74.696,-35.930,-108.666,4.848,-464.907
21.935,139.997,96.645,103.280,156.143,24.406,42.125,-37.113,-163.735,79.646,-410.252
21.940,73.420,28.212,59.980,105.109,58.256,75.506,-36.074,-130.865,97.283,-183.398
21.945,70.638,53.165,23.202,31.592,93.435,105.391,-35.267,-96.000,42.333,-17.613
21.950,79.723,18.917,29.690,-37.450,119.442,103.678,-33.416,-97.488,32.210,-62.606
21.955,10.680,-33.111,-35.276,-93.682,162.126,102.385,-33.916,-144.790,5.858,-112.029
21.960,-58.073,-102.839,-90.954,-167.671,119.830,85.996,-33.509,-149.473,-18.289,-17.768
21.965,13.255,-128.368,-97.941,-213.524,34.898,30.348,-34.087,-111.049,-15.046,36.187
21.970,99.229,-86.592,-110.375,-244.976,77.980,71.105,-33.545,-88.060,5.880,-23.949
21.975,123.027,-85.916,-184.752,-247.216,87.534,102.582,-32.241,-121.557,-8.616,-46.388
21.980,124.168,-87.453,-219.834,-204.648,-23.275,87.103,-32.583,-169.541,13.177,-0.828
21.985,122.863,2.991,-217.967,-91.808,-51.476,79.273,-32.651,-118.686,-7.906,11.716
21.990,104.252,111.850,-167.360,8.273,-47.284,81.229,-33.305,-123.552,-3.228,26.520
21.995,113.999,207.641,-14.507,60.839,35.171,68.719,-33.270,-62.477,-20.279,4.840
22.000,94.471,267.110,120.914,40.240,131.880,64.626,-32.790,-105.375,-18.985,-17.161
22.005,60.076,189.049,65.339,-67.692,131.323,-27.306,-32.800,-163.788,-2.067,13.112
22.010,64.274,59.980,-5.724,-117.294,111.366,-93.923,-33.133,-113.980,5.079,8.010
22.015,179.400,22.666,-56.458,-58.360,26.030,-213.289,-32.303,-104.920,18.456,16.860
