Time,FP1,FP2,C3,C4,O1,O2,SPR1,SPR2,ECG1,ECG2
90.750,7.468,74.566,88.838,-98.092,-98.864,-35.750,-2.700,2.011,0.776,-34.212
90.755,-48.517,105.377,66.882,-29.346,-110.954,-48.516,-3.280,-25.759,-12.937,-36.548
90.760,-18.161,134.175,82.196,-28.229,-134.089,-34.615,-2.402,20.849,-0.056,-36.846
90.765,122.782,164.830,122.560,-72.424,-129.690,43.524,-1.925,43.430,-12.622,-53.900
90.770,238.979,192.948,156.408,-6.119,-96.536,127.286,-0.846,73.900,-12.170,-32.511
90.775,327.284,158.517,178.124,59.524,-91.122,122.185,-0.390,30.214,-1.110,-44.633
90.780,387.468,138.051,181.944,83.440,-45.820,129.308,-1.108,-31.725,-25.950,-48.689
90.785,386.797,121.388,176.472,2.087,-93.815,114.754,0.317,15.212,-4.392,-43.552
90.790,327.582,147.117,148.967,-55.327,-164.064,149.783,0.744,25.582,1.894,-42.654
90.795,250.053,223.814,133.553,-85.338,-113.063,186.544,-1.086,19.055,1.316,-34.249
90.800,136.333,225.906,150.240,-34.302,-107.770,186.624,-0.449,-78.505,-5.859,-41.258
90.805,160.729,217.540,135.103,5.195,-86.163,87.712,0.730,24.075,-2.439,-48.659
90.810,265.693,229.544,119.357,41.716,-4.628,16.989,0.218,66.201,13.347,-26.023
90.815,361.875,235.609,103.198,106.503,16.945,11.872,1.233,12.274,44.113,-46.508
90.820,385.013,231.947,95.679,104.319,1.125,35.412,1.629,-13.023,18.949,-21.964
90.825,312.419,266.324,107.797,46.076,41.682,17.741,2.480,18.153,15.255,-39.952
90.830,236.727,275.664,111.967,35.796,61.660,7.602,2.186,1.841,2.119,-56.908
90.835,182.598,232.357,64.823,-41.735,5.673,-25.830,3.421,25.947,-0.803,-57.282
90.840,164.680,143.361,75.779,-69.308,69.232,-18.928,3.628,30.371,13.364,-50.736
90.845,196.752,77.606,79.661,-97.472,139.739,46.024,2.671,20.705,14.070,-53.416
90.850,251.699,87.090,101.380,-107.623,141.567,88.636,2.536,-19.515,8.308,-46.457
90.855,190.761,152.946,99.567,-79.709,148.360,77.054,4.084,22.204,-6.711,-64.380
90.860,137.072,239.878,156.557,-43.660,234.734,114.183,4.162,46.858,-6.313,-80.433
90.865,183.176,264.528,209.560,30.544,260.345,142.152,3.118,26.757,-3.827,-59.072
90.870,183.726,257.806,185.831,13.427,134.344,103.852,3.923,-20.828,-6.306,-92.751
90.875,206.568,223.774,186.839,-109.133,24.608,9.808,4.556,5.649,-9.918,-76.874
90.880,213.157,200.706,189.336,-146.380,9.255,-58.592,5.688,48.347,13.976,-64.549
90.885,243.663,195.965,148.851,-142.968,100.937,-47.150,6.213,31.373,-0.231,-83.913
90.890,266.743,287.233,134.583,-124.855,168.505,-49.088,6.296,-3.944,3.996,-77.264
90.895,352.826,331.451,110.168,-61.317,192.315,-56.433,5.824,-6.256,-6.061,-63.188
90.900,411.472,381.420,132.761,-17.336,181.329,-12.834,6.569,38.742,-10.520,-45.111
90.905,405.645,374.676,161.180,60.592,63.613,-68.185,7.815,36.032,-6.594,-63.100
90.910,405.021,291.167,231.061,31.526,85.416,-121.914,7.367,15.951,7.833,-54.850
90.915,418.742,291.375,228.141,-14.991,202.390,-58.223,8.993,-11.448,-0.793,-82.794
90.920,399.592,355.424,138.197,-59.039,122.271,-34.586,8.371,21.905,26.278,-88.128
90.925,236.256,403.337,-38.470,-65.485,-17.230,39.074,9.005,42.994,9.276,-91.428
90.930,120.914,311.985,-189.560,-78.856,-51.195,66.253,10.343,31.419,15.674,-74.191
90.935,108.333,218.674,-172.700,-96.740,-48.175,-22.728,9.834,-18.440,1.178,-77.630
90.940,130.965,154.352,-128.614,-134.245,-75.021,-144.342,10.577,7.387,2.637,-70.479
90.945,82.013,86.151,-87.811,-170.579,-98.576,-281.250,10.971,40.426,-9.280,-81.754
90.950,90.413,94.589,-105.606,-133.740,-85.790,-321.775,12.158,41.984,0.575,-82.178
90.955,84.448,53.031,-219.802,-135.011,-107.698,-261.545,12.702,8.269,13.625,-71.238
90.960,37.169,12.224,-283.329,-159.369,-106.597,-234.270,13.574,-13.237,6.413,-68.855
90.965,32.754,53.989,-298.747,-187.894,-24.697,-204.891,14.076,29.195,-30.173,-52.188
90.970,-19.968,37.454,-300.482,-218.788,-66.445,-214.726,15.155,50.141,-23.524,-52.469
90.975,-115.662,-14.781,-252.802,-164.206,-158.392,-257.627,15.622,30.652,-50.246,-48.251
90.980,-145.505,-20.884,-212.114,-107.956,-186.652,-287.329,15.744,-29.798,-42.752,-34.391
90.985,-71.816,-88.827,-144.251,-155.283,-165.402,-350.249,15.461,14.422,-29.170,-47.162
90.990,14.302,-97.320,-101.244,-153.473,-149.018,-326.233,15.340,56.639,-19.390,-21.248
90.995,5.177,5.187,-128.436,-83.625,-112.047,-253.612,14.643,43.488,-12.154,-1.490
91.000,2.247,3.364,-203.529,-77.482,-51.428,-156.842,14.755,64.857,-18.451,-21.251
91.005,81.150,20.231,-234.759,-36.330,26.794,-134.441,16.103,0.282,-30.684,-11.366
91.010,78.354,127.961,-235.779,-38.511,34.310,-76.315,15.165,20.033,-36.372,-37.992
91.015,97.902,200.769,-235.587,-48.116,60.341,-14.279,15.108,47.742,-36.359,-58.079
91.020,53.500,211.235,-244.055,-44.643,-30.523,66.563,15.737,-6.472,25.140,-36.360
91.025,-9.732,162.338,-226.668,-11.623,-120.700,75.899,15.724,6.533,1.045,-38.655
91.030,-25.028,148.274,-127.457,4.274,-76.724,62.695,17.018,39.313,16.722,-47.405
91.035,6.847,105.810,-54.111,-22.466,44.386,11.367,17.080,44.506,1.160,-58.842
91.040,92.465,81.464,-115.357,9.181,86.685,-38.609,17.855,77.053,-12.523,-65.510
91.045,184.722,210.806,-157.135,35.113,-15.313,-14.166,17.762,-25.165,14.098,-81.891
91.050,250.270,244.031,-170.137,11.177,-18.719,-20.517,18.090,-7.168,9.748,-84.026
91.055,327.066,281.699,-111.699,-54.657,92.893,-33.181,19.037,39.562,2.748,-81.669
91.060,395.966,299.274,69.003,-40.754,218.698,48.305,19.628,33.977,-1.423,-106.962
91.065,362.158,220.226,152.688,5.164,291.306,130.723,20.645,17.754,-7.712,-116.105
91.070,297.297,131.989,75.047,47.587,174.331,108.077,21.115,3.458,2.208,-107.261
91.075,254.802,152.945,-28.441,38.172,68.562,16.331,21.288,84.490,25.846,-94.687
91.080,157.668,166.289,-42.252,-6.305,23.259,-71.279,21.772,45.826,7.405,-96.552
91.085,114.926,136.108,-32.539,8.832,38.634,-15.565,21.612,-21.051,19.746,-69.841
91.090,117.836,105.653,35.425,91.714,39.558,87.718,22.158,20.019,28.108,-81.338
91.095,130.979,138.176,107.862,174.664,13.023,99.580,22.301,20.666,-0.422,-100.672
91.100,92.978,197.413,142.020,176.440,-19.527,106.349,21.899,31.166,18.819,-110.560
91.105,50.221,216.048,107.117,117.905,28.478,135.651,21.776,32.609,5.270,-76.502
91.110,-13.939,197.563,51.759,60.237,56.344,193.577,22.056,30.890,27.982,-45.457
91.115,-22.190,86.308,14.123,49.142,4.226,218.187,22.995,-8.772,27.608,-0.959
91.120,22.253,-0.933,-25.765,71.752,96.651,182.467,21.979,14.324,35.301,100.481
91.125,100.971,83.074,-108.390,58.229,106.175,61.953,23.029,53.542,48.763,160.672
91.130,103.696,104.148,-167.945,42.148,80.031,55.923,21.995,39.298,-1.595,285.704
91.135,66.851,191.892,-192.116,84.758,50.644,116.676,21.282,-6.721,-68.713,445.822
91.140,-16.502,256.827,-259.411,66.944,-60.633,112.302,22.022,-10.325,-157.723,515.294
91.145,-31.902,201.556,-288.080,-73.300,-46.519,79.941,20.788,51.395,-157.035,331.532
91.150,-32.937,133.381,-286.148,-186.705,94.023,52.030,21.130,46.389,-155.910,-139.259
91.155,-68.799,60.814,-286.432,-234.977,97.227,104.617,22.826,9.608,-61.449,-385.706
91.160,-12.857,92.459,-285.977,-251.630,96.034,122.693,22.581,-24.821,27.544,-459.046
91.165,39.438,159.507,-241.976,-258.805,116.020,95.571,23.163,38.554,59.788,-367.056
91.170,22.503,244.726,-215.619,-224.711,142.533,64.428,22.489,51.906,94.870,-125.528
91.175,47.704,221.123,-136.396,-215.889,114.894,43.790,22.854,22.667,67.624,-84.254
91.180,105.872,149.792,-142.468,-256.200,84.609,34.714,21.623,-19.566,42.879,-134.428
91.185,39.421,131.637,-159.009,-190.366,46.655,-12.727,23.127,20.181,14.105,-111.203
91.190,-125.737,144.221,-155.759,-52.424,-31.692,-42.914,23.115,45.241,23.585,-6.135
91.195,-186.275,178.116,-225.054,-46.525,-82.054,-42.371,22.893,31.226,25.630,-19.753
91.200,-190.175,163.853,-167.555,-32.067,-65.687,-49.060,22.939,5.311,38.238,-73.972
91.205,-131.761,156.731,-107.094,55.213,-97.585,-70.277,23.924,-6.155,23.227,-66.142
91.210,12.188,183.965,-106.160,52.741,-105.629,-87.488,23.020,29.019,6.694,-6.094
91.215,43.767,245.606,-92.742,2.755,-59.635,-114.022,23.227,43.501,7.389,-1.079
91.220,-28.254,220.780,-93.565,-7.492,95.334,-14.849,23.010,26.318,34.161,-25.171
91.225,-106.991,268.201,-177.300,-8.080,126.464,120.748,21.978,-24.662,43.537,-21.343
91.230,-56.586,255.691,-166.554,-27.972,95.277,119.267,23.807,16.662,16.042,-22.902
91.235,-27.690,222.257,-178.639,-32.985,114.717,47.571,22.850,49.482,33.592,-6.774
91.240,-61.925,244.362,-197.441,-4.751,65.012,-24.522,23.338,41.997,20.781,4.310
91.245,-128.844,255.324,-143.116,-6.125,-16.457,-92.688,23.964,-17.358,19.617,-4.016
91.250,-129.537,240.231,-58.567,-16.934,113.237,-105.140,23.552,2.842,20.650,16.486
91.255,-14.430,330.152,-42.491,66.693,96.547,-152.697,23.192,40.791,14.452,23.083
91.260,86.880,361.288,-4.536,186.926,44.955,-105.929,25.202,49.592,10.010,28.416
91.265,126.636,336.049,39.726,176.518,35.800,-75.231,23.683,-6.485,5.969,27.567
91.270,120.100,343.047,65.263,112.416,40.775,-61.518,24.008,-9.191,10.052,13.620
91.275,5.736,303.185,-17.249,3.982,49.977,-26.021,25.089,-53.902,26.076,36.344
91.280,-60.364,206.215,-35.699,-39.140,26.880,-16.937,24.819,40.654,27.486,60.606
91.285,-22.033,142.248,-18.680,-54.105,-27.904,2.682,24.939,53.166,18.150,90.732
91.290,-11.517,83.640,-32.971,-36.912,-114.717,-6.828,25.157,12.293,19.662,82.301
91.295,-38.874,104.793,-20.755,-6.572,-153.965,22.191,25.038,-6.281,36.368,83.710
91.300,-29.960,204.857,64.272,-31.459,-137.061,3.030,24.869,70.957,18.658,119.938
91.305,13.356,225.726,109.230,-89.371,-137.802,-55.181,25.818,82.742,34.511,133.333
91.310,44.036,206.588,70.411,-138.269,-145.822,-60.476,25.944,-20.042,45.886,166.616
91.315,92.300,148.174,34.659,-197.225,-87.793,-68.625,25.301,-16.394,43.218,168.673
91.320,48.064,90.315,-53.063,-262.456,-27.833,-126.831,25.212,19.279,34.379,198.945
91.325,-14.094,140.113,-153.749,-265.370,14.369,-3.128,23.932,37.656,46.080,205.420
91.330,-112.560,116.587,-179.574,-250.869,-16.010,98.987,24.827,21.628,68.573,228.486
91.335,-95.884,44.516,-133.457,-239.068,-82.680,131.939,24.038,15.584,48.655,259.905
91.340,8.608,84.484,-153.315,-274.995,-104.793,117.513,24.300,6.103,58.811,274.351
91.345,112.595,154.084,-152.025,-247.193,-77.272,83.669,23.985,-3.516,54.126,279.996
91.350,143.398,259.589,-123.810,-146.267,-57.219,132.967,23.764,33.382,59.298,260.120
91.355,153.762,298.402,-74.550,-51.340,-116.099,153.070,23.998,39.235,59.213,293.254
91.360,121.021,209.581,-83.676,-8.270,-181.352,169.860,25.016,9.368,56.130,309.178
91.365,105.563,137.873,-102.115,15.919,-220.830,164.647,23.177,-31.202,67.088,306.718
91.370,106.104,93.062,-70.861,-32.022,-170.913,134.243,24.166,33.996,69.379,268.466
91.375,81.615,45.037,7.025,-6.147,-88.043,194.871,22.009,51.528,69.802,236.738
91.380,-25.241,0.304,17.180,57.714,-272.709,265.839,23.852,17.787,72.374,241.719
91.385,-78.697,-21.830,8.099,74.307,-373.192,221.510,22.834,-31.211,43.070,203.634
91.390,-72.966,12.121,74.100,106.500,-427.066,118.370,24.128,19.695,39.738,153.598
91.395,-58.140,98.988,67.116,86.978,-462.749,-51.996,23.131,42.091,38.331,109.668
91.400,-98.997,151.421,94.407,87.121,-360.918,-110.118,23.893,22.890,39.506,63.883
91.405,-138.692,82.421,130.694,105.141,-317.924,-28.577,23.738,-11.472,27.205,54.128
91.410,-156.595,-20.223,126.530,131.730,-365.892,70.825,22.412,-4.638,21.745,25.670
91.415,-171.907,-38.584,108.477,130.792,-353.117,158.024,21.692,32.927,-6.392,4.727
91.420,-138.888,-59.421,165.686,92.748,-303.610,224.182,20.831,30.103,-1.569,-8.379
91.425,-66.587,-63.680,233.614,85.011,-173.142,200.000,20.452,8.206,8.205,-34.006
91.430,2.896,-48.653,153.164,53.713,-236.150,223.075,21.126,-17.882,24.176,-51.902
91.435,-11.730,-2.817,94.926,44.516,-258.306,240.303,21.418,16.140,-15.734,-60.296
91.440,-17.084,17.166,134.630,64.983,-202.596,232.930,20.912,30.962,8.985,-77.713
91.445,16.607,48.437,115.159,67.142,-274.281,194.710,20.695,26.255,0.917,-87.776
91.450,47.880,15.028,-6.033,-31.698,-284.230,120.368,21.058,-27.594,-2.449,-70.816
91.455,98.054,-35.969,-107.252,-105.821,-230.126,137.775,21.209,-0.993,11.192,-60.072
91.460,146.552,-34.279,-240.121,-147.350,-264.502,98.838,20.967,32.966,0.249,-84.178
91.465,113.104,11.915,-306.661,-177.425,-313.437,47.560,20.869,35.971,1.010,-105.706
91.470,32.214,-4.285,-354.399,-241.468,-372.883,18.161,21.851,-18.228,-27.154,-95.459
91.475,9.460,-3.627,-340.414,-276.414,-431.473,-15.873,21.906,-15.035,-6.997,-82.591
91.480,-71.244,-52.623,-351.962,-336.839,-495.278,-59.014,22.132,26.177,-1.479,-98.480
91.485,-144.247,-19.118,-350.966,-345.245,-449.001,-20.579,22.111,37.227,0.774,-87.013
91.490,-181.447,8.500,-312.712,-296.238,-333.192,-46.092,21.887,1.460,-5.318,-68.854
91.495,-138.145,19.808,-263.884,-178.373,-275.449,-53.749,21.884,-37.399,13.674,-80.024
91.500,-89.773,24.554,-246.823,-142.258,-280.051,74.606,23.768,-66.792,-16.989,-92.106
91.505,-42.140,30.156,-248.439,-164.801,-268.659,52.747,23.788,7.060,-23.907,-99.321
91.510,-22.093,62.412,-207.094,-226.838,-286.162,56.723,25.026,32.002,-21.858,-82.935
91.515,-7.029,62.000,-169.176,-287.379,-389.768,47.876,24.158,14.582,-19.586,-85.822
91.520,-42.149,23.948,-173.074,-326.842,-377.797,-19.340,24.147,-16.790,-8.168,-89.280
91.525,-76.077,-37.895,-159.071,-306.732,-295.455,-87.383,24.725,9.535,-6.224,-40.125
91.530,-110.955,-77.338,-179.117,-307.894,-275.286,-44.727,23.039,89.776,-15.590,-98.648
91.535,-154.349,-108.262,-225.415,-281.850,-257.125,-13.486,24.369,-11.698,17.285,-82.179
91.540,32.362,-90.275,-204.725,-226.326,-238.474,50.410,22.968,-49.078,-28.025,-66.211
91.545,176.184,-85.552,-153.334,-211.338,-274.206,76.767,22.884,7.566,-7.372,-79.246
91.550,151.690,-62.427,-70.407,-168.063,-282.238,39.544,22.187,17.093,6.872,-45.280
91.555,111.745,-87.877,21.358,-144.042,-222.706,-86.046,22.232,5.779,-25.920,-71.344
91.560,24.581,-35.620,80.347,-166.359,-267.749,-169.120,21.850,-1.295,-3.398,-56.459
91.565,133.563,110.982,74.797,-80.828,-280.511,-149.782,21.836,1.081,3.503,-69.676
91.570,296.843,200.376,115.370,-12.450,-231.647,-61.332,22.953,-32.448,-26.843,-85.359
91.575,474.271,345.849,160.647,-47.142,-238.118,-15.210,22.945,10.073,-7.694,-79.636
91.580,550.979,468.325,195.601,-57.931,-268.633,-15.645,22.209,16.696,-8.644,-63.395
91.585,511.263,486.696,180.984,-78.304,-269.955,-39.052,22.232,1.900,-8.195,-70.256
91.590,483.069,509.388,196.249,-11.354,-310.853,-67.684,21.825,-45.780,-13.823,-68.442
91.595,596.581,557.972,197.803,12.206,-298.280,-89.072,22.629,-0.146,-21.286,-84.588
91.600,665.440,525.150,184.987,-18.541,-164.311,-10.625,22.979,30.236,-4.653,-57.106
91.605,661.132,418.004,195.184,-34.704,-112.108,72.826,23.312,4.768,-2.717,-58.343
91.610,568.287,327.259,149.512,-26.789,-78.975,90.056,23.021,-42.000,2.286,-59.687
91.615,457.318,262.966,118.232,23.505,30.461,118.241,23.583,-20.309,-4.043,-86.513
91.620,441.472,180.156,163.113,48.759,57.765,39.057,23.818,22.052,-20.595,-106.072
91.625,433.941,185.387,151.414,18.246,-67.035,-63.355,24.332,3.329,-25.755,-109.562
91.630,404.580,176.980,187.335,31.365,-74.133,-39.571,23.313,-21.959,-10.364,-109.881
91.635,359.157,126.368,158.217,38.848,-74.145,16.478,23.745,-36.454,31.034,-57.706
91.640,441.235,203.282,60.885,90.778,-192.922,53.721,24.423,7.328,3.048,-86.162
91.645,543.112,277.137,46.740,123.274,-144.773,110.176,24.187,10.008,1.245,-94.335
91.650,734.844,389.865,69.744,95.494,-132.463,162.735,25.459,-3.377,-10.314,-109.175
91.655,766.262,485.314,83.320,73.545,-190.851,136.754,23.870,-48.697,-17.943,-95.448
91.660,576.185,449.103,50.861,98.819,-194.847,91.028,23.811,-9.617,-5.234,-87.887
91.665,438.789,402.485,60.172,128.108,-129.055,97.610,24.919,14.615,-3.121,-81.335
91.670,416.649,387.316,113.430,146.121,-136.958,114.338,24.126,8.165,4.970,-102.643
91.675,340.556,379.638,116.198,134.181,-193.542,144.306,24.250,-41.846,-7.394,-90.412
91.680,229.832,350.485,158.356,130.318,-174.373,168.049,24.762,-29.313,8.874,-109.158
91.685,148.465,303.729,188.288,89.281,-155.727,181.032,24.617,6.797,-2.373,-84.512
91.690,109.501,267.798,62.251,-17.432,-236.180,138.563,25.167,14.108,-12.243,-75.526
91.695,160.437,226.319,-73.545,-75.390,-265.744,173.182,25.319,-16.188,-0.954,-93.729
91.700,197.599,216.379,-70.406,-76.852,-282.246,180.467,25.728,-52.923,-9.488,-122.182
91.705,216.753,127.465,-34.247,-161.877,-271.721,112.660,25.580,-9.904,9.931,-116.163
91.710,176.143,53.507,-54.041,-232.002,-234.186,120.379,26.194,21.214,-0.063,-129.161
91.715,162.460,-47.178,46.023,-207.839,-168.859,124.115,26.332,0.039,17.791,-78.604
91.720,122.119,-58.162,105.732,-151.557,-140.444,134.753,25.033,-66.498,-10.825,-85.799
91.725,91.056,-37.566,63.701,-121.726,-150.809,133.432,24.910,-23.257,8.932,-93.785
91.730,15.214,13.951,86.355,-30.527,-131.850,103.800,25.782,-43.436,-21.466,-90.400
91.735,-16.938,11.246,121.458,55.742,-83.550,64.014,25.889,31.592,-52.298,-96.774
91.740,-7.695,-26.584,90.002,157.354,-56.851,73.567,26.199,9.346,-44.943,-90.611
91.745,-16.664,-85.952,59.955,180.155,-51.309,58.003,26.110,-53.324,-46.503,-75.350
91.750,-56.582,-93.220,114.316,184.054,-19.851,-25.697,25.825,-25.970,-19.734,-66.948
91.755,-12.575,-76.390,116.612,177.268,72.774,-105.268,26.733,0.414,-34.898,-57.488
91.760,59.267,-66.362,97.653,65.304,83.433,-49.409,26.987,-4.783,-36.439,-18.727
91.765,58.347,-25.691,75.587,62.178,86.836,80.033,27.226,-107.286,-19.572,-31.616
91.770,3.962,-34.607,28.539,125.034,33.834,117.826,27.846,-24.143,-29.098,-32.720
91.775,-80.613,-102.523,1.338,88.901,12.694,81.724,28.489,23.272,-22.820,-53.275
91.780,-115.872,-110.769,-3.292,-54.206,-40.554,2.913,28.964,-3.750,-26.972,-41.790
91.785,-81.366,-154.622,-3.284,-44.388,-60.850,6.821,29.411,-42.667,-31.559,-65.024
91.790,-21.155,-204.267,71.641,40.173,-95.023,152.863,29.868,-17.918,-26.412,-81.496
91.795,-62.253,-187.381,69.765,118.801,-133.827,280.549,29.518,-36.425,-27.441,-79.038
91.800,-73.116,-231.236,116.993,240.515,-140.658,443.419,30.106,-16.404,-5.386,-113.525
91.805,-38.802,-143.774,156.072,207.896,-89.291,355.885,30.370,-3.004,-8.847,-97.941
91.810,77.524,-63.515,106.950,92.925,-102.637,156.806,30.754,-15.664,6.459,-94.873
91.815,58.170,-29.422,20.444,-34.010,-107.327,33.220,29.729,-55.742,-8.883,-109.714
91.820,-59.729,-26.271,-85.755,-134.996,-120.733,-41.757,30.357,-33.849,-5.191,-109.848
91.825,-196.711,-29.896,-104.565,-126.516,-84.552,-43.833,31.025,6.881,-8.463,-105.531
91.830,-366.945,-137.379,-132.911,-197.657,-75.715,16.647,29.720,-10.269,-21.087,-124.200
91.835,-377.999,-135.214,-188.617,-269.987,-151.286,-2.971,30.176,-46.767,-28.383,-156.070
91.840,-360.626,-140.321,-236.577,-219.287,-123.803,-74.333,30.210,-58.135,29.171,-124.381
91.845,-350.206,-212.501,-281.457,-243.352,-124.275,-120.082,28.992,-2.276,-6.742,-105.038
91.850,-334.847,-249.293,-296.422,-260.274,-63.576,-155.402,29.012,-2.501,3.554,-85.563
91.855,-360.172,-213.094,-311.514,-263.685,-3.134,-146.642,29.026,-32.112,6.725,-102.626
91.860,-309.756,-139.694,-289.239,-215.257,-0.181,-178.231,28.969,-72.325,-16.256,-131.809
91.865,-383.323,-90.142,-394.479,-289.873,-173.927,-236.771,28.962,-16.654,-21.422,-139.020
91.870,-365.813,-142.588,-475.097,-276.597,-223.010,-260.426,28.206,-2.146,9.222,-92.873
91.875,-300.528,-134.075,-415.868,-282.704,-263.745,-248.808,28.206,-22.046,-7.928,-72.382
91.880,-265.099,-131.766,-385.722,-263.179,-263.639,-235.413,28.656,-65.476,-7.148,-42.569
91.885,-208.082,-102.671,-297.367,-178.220,-237.147,-217.706,28.660,-38.228,-22.149,22.480
91.890,-170.740,-117.431,-186.727,-107.521,-235.566,-162.088,28.449,-17.028,9.497,96.720
91.895,-170.635,-166.307,-105.933,-115.133,-171.973,-182.660,28.443,-14.486,-6.504,221.295
91.900,-178.302,-202.206,-143.594,-192.555,-92.617,-152.254,27.637,-42.411,-56.677,382.793
91.905,-251.920,-236.668,-249.895,-212.775,-18.399,-130.774,26.808,-64.859,-144.526,480.197
91.910,-313.177,-262.609,-253.679,-210.953,-3.753,-85.077,27.446,-27.016,-175.293,325.333
91.915,-368.593,-359.923,-242.327,-274.431,-10.711,-90.142,27.142,-8.557,-169.188,-80.659
91.920,-431.393,-423.447,-232.299,-351.243,-31.028,-76.241,26.656,-25.380,-115.982,-372.334
91.925,-368.022,-372.070,-212.489,-373.124,49.795,-28.542,26.064,-81.911,-34.331,-473.228
91.930,-280.223,-291.926,-195.385,-313.987,161.732,57.159,26.417,-42.214,20.956,-401.484
91.935,-313.974,-262.320,-256.069,-264.419,118.839,46.583,25.095,-16.430,70.506,-200.159
91.940,-270.624,-238.498,-261.139,-206.720,25.680,-54.961,24.853,-13.116,78.576,-102.201
91.945,-260.274,-163.397,-176.725,-151.667,-61.592,-80.177,24.935,-77.916,84.532,-155.562
91.950,-288.594,-46.196,-195.427,-62.159,-69.444,-82.613,25.086,-59.300,24.953,-134.518
91.955,-307.101,57.944,-350.559,-32.737,-18.655,-88.907,25.040,-17.493,32.310,-26.158
91.960,-255.672,73.339,-330.425,-75.823,72.132,-46.367,24.124,-8.631,17.662,-24.849
91.965,-274.290,-1.026,-303.109,-161.206,81.437,-111.242,22.468,-22.043,12.248,-79.747
91.970,-252.111,-49.102,-227.742,-258.433,85.537,-216.449,23.034,-48.017,35.449,-60.658
91.975,-231.068,28.882,-157.317,-200.334,119.993,-194.727,22.446,-61.920,4.053,-42.816
91.980,-215.759,114.036,-172.540,-98.689,102.342,-114.838,22.993,-13.621,18.789,-18.261
91.985,-227.332,156.550,-235.719,-117.819,82.585,-126.081,21.773,-44.934,9.851,-47.682
91.990,-189.412,137.016,-276.858,-179.460,-48.583,-194.838,21.313,-54.400,14.515,-31.201
91.995,-121.476,135.368,-185.301,-138.440,-185.000,-194.889,20.386,-39.945,13.576,-37.927
92.000,-36.468,120.423,-78.396,-77.997,-188.409,-240.571,20.761,-16.349,11.469,-6.115
92.005,68.993,136.867,-70.269,3.442,-150.721,-261.067,21.469,35.358,32.673,20.565
92.010,103.270,135.838,-106.223,32.451,-95.861,-258.995,20.337,-53.804,6.927,3.481
92.015,47.653,115.761,-76.638,-8.252,-113.399,-220.169,18.983,-93.872,1.112,4.422
92.020,-40.774,36.690,-86.473,-11.350,-74.151,-125.435,19.748,-33.836,-6.057,9.433
92.025,-79.150,46.520,-139.237,70.615,-56.606,84.465,18.972,-36.712,0.380,5.088
92.030,-123.238,72.873,-175.682,124.029,-28.294,201.507,19.341,-113.307,0.938,28.897
92.035,-213.564,87.490,-232.544,142.249,49.685,149.934,19.059,-92.204,27.056,69.716
92.040,-230.465,57.642,-223.368,118.369,-31.164,39.716,19.587,-34.046,21.116,50.418
92.045,-292.493,-23.556,-161.349,81.128,-81.522,-73.502,18.086,-9.875,38.032,74.110
92.050,-416.233,-101.674,-205.333,29.459,-65.273,-105.378,19.467,-52.839,29.010,70.799
92.055,-420.664,-157.286,-253.422,-19.899,-52.869,-112.909,17.953,-58.063,9.623,62.591
92.060,-369.868,-154.997,-256.033,-41.927,-18.787,-73.548,17.819,-71.573,15.255,97.476
92.065,-350.902,-127.007,-304.823,-32.451,29.558,-75.541,17.179,-51.446,26.131,141.270
92.070,-275.868,-67.655,-316.571,-22.726,59.122,-68.656,15.596,-28.375,37.406,129.647
92.075,-144.961,-24.563,-292.891,-30.531,104.716,-39.168,15.199,-37.780,26.380,147.798
92.080,-78.166,56.864,-324.444,-47.017,141.781,-55.496,12.879,-72.180,25.622,167.608
92.085,-53.484,90.980,-277.359,-74.284,110.631,-96.821,11.470,-90.882,31.141,213.321
92.090,26.637,107.763,-209.609,-94.121,124.275,-78.094,9.705,-29.453,26.162,213.944
92.095,-1.140,142.733,-237.646,-8.571,78.344,-27.333,7.282,-21.348,42.376,228.874
92.100,-41.835,142.557,-218.325,80.030,76.764,65.430,5.119,-64.119,50.274,249.957
92.105,-60.248,109.585,-208.485,70.371,70.468,79.408,3.402,-107.891,35.598,279.541
92.110,-110.470,61.279,-149.682,83.125,34.209,119.384,1.506,-37.792,61.234,301.292
92.115,-88.289,15.752,-123.641,68.374,-10.283,81.703,-0.664,-19.074,58.980,314.079
92.120,-87.523,-11.691,-114.355,37.162,59.768,45.419,-2.720,-55.193,75.666,316.205
92.125,-77.676,56.289,-157.456,35.587,78.882,0.597,-4.639,-97.206,57.019,310.398
92.130,5.651,70.901,-179.649,93.136,41.628,-69.771,-6.619,-58.372,59.276,303.370
92.135,52.568,25.138,-160.376,102.721,37.136,-117.682,-9.470,-30.738,55.581,292.255
92.140,57.895,49.597,-82.609,84.199,-25.925,-109.420,-11.464,-48.473,71.977,291.461
92.145,33.133,89.063,63.177,128.945,-25.225,-79.433,-14.630,-82.130,49.279,236.830
92.150,-5.587,86.239,185.836,166.001,6.000,-19.448,-17.491,-84.318,79.282,224.649
92.155,1.487,127.797,201.693,225.359,-16.280,9.096,-20.323,-44.888,33.882,182.647
92.160,31.407,117.817,181.170,286.115,-67.889,13.304,-22.582,-48.107,24.862,100.310
92.165,82.311,68.567,175.080,232.300,-184.024,14.739,-24.906,-61.014,14.277,88.093
92.170,173.166,49.320,214.162,209.197,-233.056,16.826,-26.712,-99.380,7.272,63.185
